"","ID","Title","country","BLFamilyLatin","common_name","subject.type","Age.Class","toxicant.specific","toxicant.group","sample.type","sample.size","exposed","BodyMass.Value","Diet.Inv","Diet.Scav","concentration","concentration.level.estimate.type","Detection.limit..if.reported.","unit.of.measure","sublethal.effects.assessed.","sublethal.specific","sublethal.type"
"3461",245,"Accumulation patterns of polyc","Japan","Accipitridae","White-tailed Eagle","wild","Adult","Total chlordanes","organochlorine insecticides","muscle - breast",1,NA,4729.27,0,30,1000,"n=1",NA,"ng/g","no",NA,NA
"3462",245,"Accumulation patterns of polyc","Japan","Accipitridae","White-tailed Eagle","wild","Adult","HCB (Hexachlorobenzene)","organochlorine insecticides","muscle - breast",1,NA,4729.27,0,30,170,"n=1",NA,"ng/g","no",NA,NA
"3463",245,"Accumulation patterns of polyc","Japan","Accipitridae","White-tailed Eagle","wild","Subadult","Total PCBs","PCBs","muscle - breast",1,NA,4729.27,0,30,1900,"n=1",NA,"ng/g","no",NA,NA
"3464",245,"Accumulation patterns of polyc","Japan","Accipitridae","White-tailed Eagle","wild","Subadult","p,p'-DDT","organochlorine insecticides","muscle - breast",1,NA,4729.27,0,30,8.6,"n=1",NA,"ng/g","no",NA,NA
"3465",245,"Accumulation patterns of polyc","Japan","Accipitridae","White-tailed Eagle","wild","Subadult","p,p'-DDD","organochlorine insecticides","muscle - breast",1,NA,4729.27,0,30,110,"n=1",NA,"ng/g","no",NA,NA
"3466",245,"Accumulation patterns of polyc","Japan","Accipitridae","White-tailed Eagle","wild","Subadult","p,p'-DDE","organochlorine insecticides","muscle - breast",1,NA,4729.27,0,30,1200,"n=1",NA,"ng/g","no",NA,NA
"3467",245,"Accumulation patterns of polyc","Japan","Accipitridae","White-tailed Eagle","wild","Subadult","Total DDTs","organochlorine insecticides","muscle - breast",1,NA,4729.27,0,30,1300,"n=1",NA,"ng/g","no",NA,NA
"3468",245,"Accumulation patterns of polyc","Japan","Accipitridae","White-tailed Eagle","wild","Subadult","a-HCH","organochlorine insecticides","muscle - breast",1,NA,4729.27,0,30,0.1,"n=1",NA,"ng/g","no",NA,NA
"3469",245,"Accumulation patterns of polyc","Japan","Accipitridae","White-tailed Eagle","wild","Subadult","b-HCH","organochlorine insecticides","muscle - breast",1,NA,4729.27,0,30,33,"n=1",NA,"ng/g","no",NA,NA
"3470",245,"Accumulation patterns of polyc","Japan","Accipitridae","White-tailed Eagle","wild","Subadult","Total HCHs","organochlorine insecticides","muscle - breast",1,NA,4729.27,0,30,33,"n=1",NA,"ng/g","no",NA,NA
"3471",245,"Accumulation patterns of polyc","Japan","Accipitridae","White-tailed Eagle","wild","Subadult","Total chlordanes","organochlorine insecticides","muscle - breast",1,NA,4729.27,0,30,320,"n=1",NA,"ng/g","no",NA,NA
"3472",245,"Accumulation patterns of polyc","Japan","Accipitridae","White-tailed Eagle","wild","Subadult","HCB (Hexachlorobenzene)","organochlorine insecticides","muscle - breast",1,NA,4729.27,0,30,56,"n=1",NA,"ng/g","no",NA,NA
"3473",246,"Primary and secondary poisonin","Spain","Accipitridae","Red Kite","mixed","unknown","brodifacoum","anticoagulant rodenticides","liver",8,2,1071.77,0,70,0.165,"geometric mean",NA,"µg/g","no",NA,NA
"3474",246,"Primary and secondary poisonin","Spain","Accipitridae","Black Kite","mixed","unknown","brodifacoum","anticoagulant rodenticides","liver",5,1,734.1,0,70,0.025,"geometric mean",NA,"µg/g","no",NA,NA
"3475",246,"Primary and secondary poisonin","Spain","Accipitridae","Short-toed Snake-eagle","mixed","unknown","brodifacoum","anticoagulant rodenticides","liver",1,1,1699.12,0,0,0.009,"geometric mean",NA,"µg/g","no",NA,NA
"3476",246,"Primary and secondary poisonin","Spain","Accipitridae","Northern Goshawk","mixed","unknown","brodifacoum","anticoagulant rodenticides","liver",2,1,866.04,0,0,0.038,"geometric mean",NA,"µg/g","no",NA,NA
"3477",246,"Primary and secondary poisonin","Spain","Tytonidae","Barn Owl","mixed","unknown","brodifacoum","anticoagulant rodenticides","liver",4,1,403.32,10,0,0.028,"geometric mean",NA,"µg/g","no",NA,NA
"3478",246,"Primary and secondary poisonin","Spain","Strigidae","Eurasian Eagle-owl","mixed","unknown","brodifacoum","anticoagulant rodenticides","liver",7,3,2668.51,10,0,0.116,"geometric mean",NA,"µg/g","no",NA,NA
"3479",246,"Primary and secondary poisonin","Spain","Accipitridae","Red Kite","mixed","unknown","bromadiolone","anticoagulant rodenticides","liver",8,4,1071.77,0,70,0.031,"geometric mean",NA,"µg/g","no",NA,NA
"3480",246,"Primary and secondary poisonin","Spain","Accipitridae","Lammergeier","mixed","unknown","bromadiolone","anticoagulant rodenticides","liver",3,1,5694.98,0,100,0.001,"geometric mean",NA,"µg/g","no",NA,NA
"3481",246,"Primary and secondary poisonin","Spain","Accipitridae","Griffon Vulture","mixed","unknown","bromadiolone","anticoagulant rodenticides","liver",23,1,7435.99,0,100,0.208,"geometric mean",NA,"µg/g","no",NA,NA
"3482",246,"Primary and secondary poisonin","Spain","Accipitridae","Short-toed Snake-eagle","mixed","unknown","bromadiolone","anticoagulant rodenticides","liver",1,1,1699.12,0,0,0.01,"geometric mean",NA,"µg/g","no",NA,NA
"3483",246,"Primary and secondary poisonin","Spain","Accipitridae","Common Buzzard","mixed","unknown","bromadiolone","anticoagulant rodenticides","liver",15,4,759.1,0,0,0.008,"geometric mean",NA,"µg/g","no",NA,NA
"3484",246,"Primary and secondary poisonin","Spain","Tytonidae","Barn Owl","mixed","unknown","bromadiolone","anticoagulant rodenticides","liver",4,2,403.32,10,0,0.008,"geometric mean",NA,"µg/g","no",NA,NA
"3485",246,"Primary and secondary poisonin","Spain","Strigidae","Eurasian Eagle-owl","mixed","unknown","bromadiolone","anticoagulant rodenticides","liver",7,1,2668.51,10,0,0.004,"geometric mean",NA,"µg/g","no",NA,NA
"3486",246,"Primary and secondary poisonin","Spain","Accipitridae","Griffon Vulture","mixed","unknown","chlorophacinone","anticoagulant rodenticides","liver",23,1,7435.99,0,100,0.004,"geometric mean",NA,"µg/g","no",NA,NA
"3487",246,"Primary and secondary poisonin","Spain","Accipitridae","Common Buzzard","mixed","unknown","chlorophacinone","anticoagulant rodenticides","liver",15,1,759.1,0,0,0.12,"geometric mean",NA,"µg/g","no",NA,NA
"3488",246,"Primary and secondary poisonin","Spain","Accipitridae","Red Kite","mixed","unknown","difenacoum","anticoagulant rodenticides","liver",8,1,1071.77,0,70,0.001,"geometric mean",NA,"µg/g","no",NA,NA
"3489",246,"Primary and secondary poisonin","Spain","Accipitridae","Griffon Vulture","mixed","unknown","difenacoum","anticoagulant rodenticides","liver",23,1,7435.99,0,100,0.001,"geometric mean",NA,"µg/g","no",NA,NA
"3490",246,"Primary and secondary poisonin","Spain","Accipitridae","Spanish Imperial Eagle","mixed","unknown","difenacoum","anticoagulant rodenticides","liver",8,1,2958.03,0,0,0.008,"geometric mean",NA,"µg/g","no",NA,NA
"3491",246,"Primary and secondary poisonin","Spain","Strigidae","Little Owl","mixed","unknown","difenacoum","anticoagulant rodenticides","liver",1,1,168.92,70,0,0.056,"geometric mean",NA,"µg/g","no",NA,NA
"3492",246,"Primary and secondary poisonin","Spain","Accipitridae","Red Kite","mixed","unknown","flocoumafen","anticoagulant rodenticides","liver",8,2,1071.77,0,70,0.146,"geometric mean",NA,"µg/g","no",NA,NA
"3493",246,"Primary and secondary poisonin","Spain","Accipitridae","Black Kite","mixed","unknown","flocoumafen","anticoagulant rodenticides","liver",5,2,734.1,0,70,0.068,"geometric mean",NA,"µg/g","no",NA,NA
"3494",246,"Primary and secondary poisonin","Spain","Accipitridae","Short-toed Snake-eagle","mixed","unknown","flocoumafen","anticoagulant rodenticides","liver",1,1,1699.12,0,0,0.002,"geometric mean",NA,"µg/g","no",NA,NA
"3495",246,"Primary and secondary poisonin","Spain","Accipitridae","Golden Eagle","mixed","unknown","flocoumafen","anticoagulant rodenticides","liver",4,1,4247.97,0,10,0.006,"geometric mean",NA,"µg/g","no",NA,NA
"3496",246,"Primary and secondary poisonin","Spain","Strigidae","Eurasian Eagle-owl","mixed","unknown","flocoumafen","anticoagulant rodenticides","liver",7,2,2668.51,10,0,0.011,"geometric mean",NA,"µg/g","no",NA,NA
"3497",248,"Reduction of organochlorine re","Germany","Accipitridae","Northern Goshawk","wild","egg(s)","Sum of PCBs","PCBs","egg(s)",134,NA,866.04,0,0,50.09,"arithmetic mean",NA,"mg/kg","yes","Egg shell thickness, clutch size, hatching success, reproductive success","Nesting Success"
"3498",248,"Reduction of organochlorine re","Germany","Accipitridae","Northern Goshawk","wild","egg(s)","HCB (Hexachlorobenzene)","organochlorine insecticides","egg(s)",134,NA,866.04,0,0,117.69,"arithmetic mean",NA,"mg/kg","yes","Egg shell thickness, clutch size, hatching success, reproductive success","Nesting Success"
"3499",248,"Reduction of organochlorine re","Germany","Accipitridae","Northern Goshawk","wild","egg(s)","Sum of DDT","organochlorine insecticides","egg(s)",134,NA,866.04,0,0,126.58,"arithmetic mean",NA,"mg/kg","yes","Egg shell thickness, clutch size, hatching success, reproductive success","Nesting Success"
"3500",248,"Reduction of organochlorine re","Germany","Accipitridae","Northern Goshawk","wild","egg(s)","Sum of PCBs","PCBs","egg(s)",57,NA,866.04,0,0,27.66,"arithmetic mean",NA,"mg/kg","yes","Egg shell thickness, clutch size, hatching success, reproductive success","Nesting Success"
"3501",248,"Reduction of organochlorine re","Germany","Accipitridae","Northern Goshawk","wild","egg(s)","HCB (Hexachlorobenzene)","organochlorine insecticides","egg(s)",57,NA,866.04,0,0,NA,"arithmetic mean",NA,"mg/kg","yes","Egg shell thickness, clutch size, hatching success, reproductive success","Nesting Success"
"3502",248,"Reduction of organochlorine re","Germany","Accipitridae","Northern Goshawk","wild","egg(s)","Sum of DDT","organochlorine insecticides","egg(s)",57,NA,866.04,0,0,NA,"arithmetic mean",NA,"mg/kg","yes","Egg shell thickness, clutch size, hatching success, reproductive success","Nesting Success"
"3503",251,"Examination of Eurasian Griffo","Israel","Accipitridae","Griffon Vulture","wild","juvenile","As","heavy metals","blood",9,NA,7435.99,0,100,NA,"arithmetic mean",NA,"ng/ml","no",NA,NA
"3504",251,"Examination of Eurasian Griffo","Israel","Accipitridae","Griffon Vulture","wild","juvenile","Cd","heavy metals","blood",9,NA,7435.99,0,100,NA,"arithmetic mean",NA,"ng/ml","no",NA,NA
"3505",251,"Examination of Eurasian Griffo","Israel","Accipitridae","Griffon Vulture","wild","juvenile","Pb","heavy metals","blood",9,NA,7435.99,0,100,104,"arithmetic mean",NA,"ng/ml","no",NA,NA
"3506",251,"Examination of Eurasian Griffo","Israel","Accipitridae","Griffon Vulture","wild","juvenile","Hg","heavy metals","blood",9,NA,7435.99,0,100,NA,"arithmetic mean",NA,"ng/ml","no",NA,NA
"3507",251,"Examination of Eurasian Griffo","Israel","Accipitridae","Griffon Vulture","wild","juvenile","Se","heavy metals","blood",9,NA,7435.99,0,100,462,"arithmetic mean",NA,"ng/ml","no",NA,NA
"3508",251,"Examination of Eurasian Griffo","Israel","Accipitridae","Griffon Vulture","wild","subadult","As","heavy metals","blood",7,NA,7435.99,0,100,NA,"arithmetic mean",NA,"ng/ml","no",NA,NA
"3509",251,"Examination of Eurasian Griffo","Israel","Accipitridae","Griffon Vulture","wild","subadult","Cd","heavy metals","blood",7,NA,7435.99,0,100,NA,"arithmetic mean",NA,"ng/ml","no",NA,NA
"3510",251,"Examination of Eurasian Griffo","Israel","Accipitridae","Griffon Vulture","wild","subadult","Pb","heavy metals","blood",7,NA,7435.99,0,100,142,"arithmetic mean",NA,"ng/ml","no",NA,NA
"3511",251,"Examination of Eurasian Griffo","Israel","Accipitridae","Griffon Vulture","wild","subadult","Hg","heavy metals","blood",7,NA,7435.99,0,100,12,"arithmetic mean",NA,"ng/ml","no",NA,NA
"3512",251,"Examination of Eurasian Griffo","Israel","Accipitridae","Griffon Vulture","wild","subadult","Se","heavy metals","blood",7,NA,7435.99,0,100,365,"arithmetic mean",NA,"ng/ml","no",NA,NA
"3513",251,"Examination of Eurasian Griffo","Israel","Accipitridae","Griffon Vulture","wild","adult","As","heavy metals","blood",9,NA,7435.99,0,100,NA,"arithmetic mean",NA,"ng/ml","no",NA,NA
"3514",251,"Examination of Eurasian Griffo","Israel","Accipitridae","Griffon Vulture","wild","adult","Cd","heavy metals","blood",9,NA,7435.99,0,100,NA,"arithmetic mean",NA,"ng/ml","no",NA,NA
"3515",251,"Examination of Eurasian Griffo","Israel","Accipitridae","Griffon Vulture","wild","adult","Pb","heavy metals","blood",9,NA,7435.99,0,100,84,"arithmetic mean",NA,"ng/ml","no",NA,NA
"3516",251,"Examination of Eurasian Griffo","Israel","Accipitridae","Griffon Vulture","wild","adult","Hg","heavy metals","blood",9,NA,7435.99,0,100,13,"arithmetic mean",NA,"ng/ml","no",NA,NA
"3517",251,"Examination of Eurasian Griffo","Israel","Accipitridae","Griffon Vulture","wild","adult","Se","heavy metals","blood",9,NA,7435.99,0,100,424,"arithmetic mean",NA,"ng/ml","no",NA,NA
"3518",251,"Examination of Eurasian Griffo","Israel","Accipitridae","Griffon Vulture","wild","juvenile","p,p'-DDT","organochlorine insecticides","blood",9,NA,7435.99,0,100,NA,"arithmetic mean",NA,"ng/ml","no",NA,NA
"3519",251,"Examination of Eurasian Griffo","Israel","Accipitridae","Griffon Vulture","wild","juvenile","p,p'-DDE","organochlorine insecticides","blood",9,NA,7435.99,0,100,0.9,"arithmetic mean",NA,"ng/ml","no",NA,NA
"3520",251,"Examination of Eurasian Griffo","Israel","Accipitridae","Griffon Vulture","wild","juvenile","b-HCH","organochlorine insecticides","blood",9,NA,7435.99,0,100,NA,"arithmetic mean",NA,"ng/ml","no",NA,NA
"3521",251,"Examination of Eurasian Griffo","Israel","Accipitridae","Griffon Vulture","wild","juvenile","Oxychlordane","organochlorine insecticides","blood",9,NA,7435.99,0,100,NA,"arithmetic mean",NA,"ng/ml","no",NA,NA
"3522",251,"Examination of Eurasian Griffo","Israel","Accipitridae","Griffon Vulture","wild","juvenile","PBDE 47","flame retardants","blood",9,NA,7435.99,0,100,NA,"arithmetic mean",NA,"ng/ml","no",NA,NA
"3523",251,"Examination of Eurasian Griffo","Israel","Accipitridae","Griffon Vulture","wild","subadult","p,p'-DDT","organochlorine insecticides","blood",7,NA,7435.99,0,100,NA,"arithmetic mean",NA,"ng/ml","no",NA,NA
"3524",251,"Examination of Eurasian Griffo","Israel","Accipitridae","Griffon Vulture","wild","subadult","p,p'-DDE","organochlorine insecticides","blood",7,NA,7435.99,0,100,2.5,"arithmetic mean",NA,"ng/ml","no",NA,NA
"3525",251,"Examination of Eurasian Griffo","Israel","Accipitridae","Griffon Vulture","wild","subadult","b-HCH","organochlorine insecticides","blood",7,NA,7435.99,0,100,NA,"arithmetic mean",NA,"ng/ml","no",NA,NA
"3526",251,"Examination of Eurasian Griffo","Israel","Accipitridae","Griffon Vulture","wild","subadult","Oxychlordane","organochlorine insecticides","blood",7,NA,7435.99,0,100,NA,"arithmetic mean",NA,"ng/ml","no",NA,NA
"3527",251,"Examination of Eurasian Griffo","Israel","Accipitridae","Griffon Vulture","wild","subadult","PBDE 47","flame retardants","blood",7,NA,7435.99,0,100,NA,"arithmetic mean",NA,"ng/ml","no",NA,NA
"3528",251,"Examination of Eurasian Griffo","Israel","Accipitridae","Griffon Vulture","wild","adult","p,p'-DDT","organochlorine insecticides","blood",9,NA,7435.99,0,100,NA,"arithmetic mean",NA,"ng/ml","no",NA,NA
"3529",251,"Examination of Eurasian Griffo","Israel","Accipitridae","Griffon Vulture","wild","adult","p,p'-DDE","organochlorine insecticides","blood",9,NA,7435.99,0,100,8.1,"arithmetic mean",NA,"ng/ml","no",NA,NA
"3530",251,"Examination of Eurasian Griffo","Israel","Accipitridae","Griffon Vulture","wild","adult","b-HCH","organochlorine insecticides","blood",9,NA,7435.99,0,100,NA,"arithmetic mean",NA,"ng/ml","no",NA,NA
"3531",251,"Examination of Eurasian Griffo","Israel","Accipitridae","Griffon Vulture","wild","adult","Oxychlordane","organochlorine insecticides","blood",9,NA,7435.99,0,100,NA,"arithmetic mean",NA,"ng/ml","no",NA,NA
"3532",251,"Examination of Eurasian Griffo","Israel","Accipitridae","Griffon Vulture","wild","adult","PBDE 47","flame retardants","blood",9,NA,7435.99,0,100,NA,"arithmetic mean",NA,"ng/ml","no",NA,NA
"3533",255,"Levels of organochlorine pesti","South Africa","Accipitridae","Black-shouldered Kite","wild","unknown/mixed","a-endosulfan","organochlorine insecticides","blood",1,NA,270.1,10,0,NA,NA,NA,"ppb","no","none","none"
"3534",255,"Levels of organochlorine pesti","South Africa","Accipitridae","Black-shouldered Kite","wild","unknown/mixed","a-endosulfan","organochlorine insecticides","blood",1,NA,270.1,10,0,NA,NA,NA,"ppb","no","none","none"
"3535",255,"Levels of organochlorine pesti","South Africa","Accipitridae","Black-shouldered Kite","wild","unknown/mixed","a-endosulfan","organochlorine insecticides","blood",1,NA,270.1,10,0,NA,NA,NA,"ppb","no","none","none"
"3536",255,"Levels of organochlorine pesti","South Africa","Falconidae","Greater Kestrel","wild","unknown/mixed","a-endosulfan","organochlorine insecticides","blood",1,NA,261,60,0,NA,NA,NA,"ppb","no","none","none"
"3537",255,"Levels of organochlorine pesti","South Africa","Falconidae","Greater Kestrel","wild","unknown/mixed","a-endosulfan","organochlorine insecticides","blood",1,NA,261,60,0,NA,NA,NA,"ppb","no","none","none"
"3538",255,"Levels of organochlorine pesti","South Africa","Falconidae","Greater Kestrel","wild","unknown/mixed","a-endosulfan","organochlorine insecticides","blood",1,NA,261,60,0,1.45,NA,NA,"ppb","no","none","none"
"3539",255,"Levels of organochlorine pesti","South Africa","Accipitridae","Pale Chanting-goshawk","wild","unknown/mixed","a-endosulfan","organochlorine insecticides","blood",1,NA,663.32,10,10,NA,NA,NA,"ppb","no","none","none"
"3540",255,"Levels of organochlorine pesti","South Africa","Falconidae","Lanner Falcon","wild","unknown/mixed","a-endosulfan","organochlorine insecticides","blood",1,NA,606.09,10,0,NA,NA,NA,"ppb","no","none","none"
"3541",255,"Levels of organochlorine pesti","South Africa","Accipitridae","Black-shouldered Kite","wild","unknown/mixed","a-endosulfan","organochlorine insecticides","blood",1,NA,270.1,10,0,2.8,NA,NA,"ppb","no","none","none"
"3542",255,"Levels of organochlorine pesti","South Africa","Accipitridae","Black-shouldered Kite","wild","unknown/mixed","a-endosulfan","organochlorine insecticides","blood",1,NA,270.1,10,0,2.22,NA,NA,"ppb","no","none","none"
"3543",255,"Levels of organochlorine pesti","South Africa","Accipitridae","Black-shouldered Kite","wild","unknown/mixed","a-endosulfan","organochlorine insecticides","blood",1,NA,270.1,10,0,2.3,NA,NA,"ppb","no","none","none"
"3544",255,"Levels of organochlorine pesti","South Africa","Accipitridae","Black-shouldered Kite","wild","unknown/mixed","a-endosulfan","organochlorine insecticides","blood",1,NA,270.1,10,0,2.91,NA,NA,"ppb","no","none","none"
"3545",255,"Levels of organochlorine pesti","South Africa","Accipitridae","Black-shouldered Kite","wild","unknown/mixed","a-endosulfan","organochlorine insecticides","blood",1,NA,270.1,10,0,3,NA,NA,"ppb","no","none","none"
"3546",255,"Levels of organochlorine pesti","South Africa","Accipitridae","Black-shouldered Kite","wild","unknown/mixed","a-endosulfan","organochlorine insecticides","blood",1,NA,270.1,10,0,3.18,NA,NA,"ppb","no","none","none"
"3547",255,"Levels of organochlorine pesti","South Africa","Accipitridae","Black-shouldered Kite","wild","unknown/mixed","a-endosulfan","organochlorine insecticides","blood",1,NA,270.1,10,0,2.82,NA,NA,"ppb","no","none","none"
"3548",255,"Levels of organochlorine pesti","South Africa","Accipitridae","Black-shouldered Kite","wild","unknown/mixed","a-endosulfan","organochlorine insecticides","blood",1,NA,270.1,10,0,2.55,NA,NA,"ppb","no","none","none"
"3549",255,"Levels of organochlorine pesti","South Africa","Accipitridae","Black-shouldered Kite","wild","unknown/mixed","a-endosulfan","organochlorine insecticides","blood",1,NA,270.1,10,0,2.86,NA,NA,"ppb","no","none","none"
"3550",255,"Levels of organochlorine pesti","South Africa","Falconidae","Greater Kestrel","wild","unknown/mixed","a-endosulfan","organochlorine insecticides","blood",1,NA,261,60,0,2.48,NA,NA,"ppb","no","none","none"
"3551",255,"Levels of organochlorine pesti","South Africa","Falconidae","Greater Kestrel","wild","unknown/mixed","a-endosulfan","organochlorine insecticides","blood",1,NA,261,60,0,2.64,NA,NA,"ppb","no","none","none"
"3552",255,"Levels of organochlorine pesti","South Africa","Falconidae","Greater Kestrel","wild","unknown/mixed","a-endosulfan","organochlorine insecticides","blood",1,NA,261,60,0,3.04,NA,NA,"ppb","no","none","none"
"3553",255,"Levels of organochlorine pesti","South Africa","Falconidae","Greater Kestrel","wild","unknown/mixed","a-endosulfan","organochlorine insecticides","blood",1,NA,261,60,0,2.22,NA,NA,"ppb","no","none","none"
"3554",255,"Levels of organochlorine pesti","South Africa","Falconidae","Greater Kestrel","wild","unknown/mixed","a-endosulfan","organochlorine insecticides","blood",1,NA,261,60,0,2.42,NA,NA,"ppb","no","none","none"
"3555",255,"Levels of organochlorine pesti","South Africa","Falconidae","Greater Kestrel","wild","unknown/mixed","a-endosulfan","organochlorine insecticides","blood",1,NA,261,60,0,2.51,NA,NA,"ppb","no","none","none"
"3556",255,"Levels of organochlorine pesti","South Africa","Falconidae","Greater Kestrel","wild","unknown/mixed","a-endosulfan","organochlorine insecticides","blood",1,NA,261,60,0,2.6,NA,NA,"ppb","no","none","none"
"3557",255,"Levels of organochlorine pesti","South Africa","Falconidae","Greater Kestrel","wild","unknown/mixed","a-endosulfan","organochlorine insecticides","blood",1,NA,261,60,0,4.59,NA,NA,"ppb","no","none","none"
"3558",255,"Levels of organochlorine pesti","South Africa","Accipitridae","Pale Chanting-goshawk","wild","unknown/mixed","a-endosulfan","organochlorine insecticides","blood",1,NA,663.32,10,10,2.13,NA,NA,"ppb","no","none","none"
"3559",255,"Levels of organochlorine pesti","South Africa","Falconidae","Lanner Falcon","wild","unknown/mixed","a-endosulfan","organochlorine insecticides","blood",1,NA,606.09,10,0,2.91,NA,NA,"ppb","no","none","none"
"3560",255,"Levels of organochlorine pesti","South Africa","Accipitridae","Black-shouldered Kite","wild","unknown/mixed","b-endosulfan","organochlorine insecticides","blood",1,NA,270.1,10,0,1.19,NA,NA,"ppb","no","none","none"
"3561",255,"Levels of organochlorine pesti","South Africa","Accipitridae","Black-shouldered Kite","wild","unknown/mixed","b-endosulfan","organochlorine insecticides","blood",1,NA,270.1,10,0,3.42,NA,NA,"ppb","no","none","none"
"3562",255,"Levels of organochlorine pesti","South Africa","Accipitridae","Black-shouldered Kite","wild","unknown/mixed","b-endosulfan","organochlorine insecticides","blood",1,NA,270.1,10,0,2.22,NA,NA,"ppb","no","none","none"
"3563",255,"Levels of organochlorine pesti","South Africa","Accipitridae","Black-shouldered Kite","wild","unknown/mixed","b-endosulfan","organochlorine insecticides","blood",1,NA,270.1,10,0,1.3,NA,NA,"ppb","no","none","none"
"3564",255,"Levels of organochlorine pesti","South Africa","Accipitridae","Black-shouldered Kite","wild","unknown/mixed","b-endosulfan","organochlorine insecticides","blood",1,NA,270.1,10,0,NA,NA,NA,"ppb","no","none","none"
"3565",255,"Levels of organochlorine pesti","South Africa","Accipitridae","Black-shouldered Kite","wild","unknown/mixed","b-endosulfan","organochlorine insecticides","blood",1,NA,270.1,10,0,1.16,NA,NA,"ppb","no","none","none"
"3566",255,"Levels of organochlorine pesti","South Africa","Accipitridae","Black-shouldered Kite","wild","unknown/mixed","b-endosulfan","organochlorine insecticides","blood",1,NA,270.1,10,0,3.27,NA,NA,"ppb","no","none","none"
"3567",255,"Levels of organochlorine pesti","South Africa","Accipitridae","Black-shouldered Kite","wild","unknown/mixed","b-endosulfan","organochlorine insecticides","blood",1,NA,270.1,10,0,2.8,NA,NA,"ppb","no","none","none"
"3568",255,"Levels of organochlorine pesti","South Africa","Falconidae","Greater Kestrel","wild","unknown/mixed","b-endosulfan","organochlorine insecticides","blood",1,NA,261,60,0,1.39,NA,NA,"ppb","no","none","none"
"3569",255,"Levels of organochlorine pesti","South Africa","Falconidae","Greater Kestrel","wild","unknown/mixed","b-endosulfan","organochlorine insecticides","blood",1,NA,261,60,0,NA,NA,NA,"ppb","no","none","none"
"3570",255,"Levels of organochlorine pesti","South Africa","Falconidae","Greater Kestrel","wild","unknown/mixed","b-endosulfan","organochlorine insecticides","blood",1,NA,261,60,0,3.65,NA,NA,"ppb","no","none","none"
"3571",255,"Levels of organochlorine pesti","South Africa","Falconidae","Greater Kestrel","wild","unknown/mixed","b-endosulfan","organochlorine insecticides","blood",1,NA,261,60,0,1.48,NA,NA,"ppb","no","none","none"
"3572",255,"Levels of organochlorine pesti","South Africa","Falconidae","Greater Kestrel","wild","unknown/mixed","b-endosulfan","organochlorine insecticides","blood",1,NA,261,60,0,2.69,NA,NA,"ppb","no","none","none"
"3573",255,"Levels of organochlorine pesti","South Africa","Falconidae","Greater Kestrel","wild","unknown/mixed","b-endosulfan","organochlorine insecticides","blood",1,NA,261,60,0,4.88,NA,NA,"ppb","no","none","none"
"3574",255,"Levels of organochlorine pesti","South Africa","Falconidae","Greater Kestrel","wild","unknown/mixed","b-endosulfan","organochlorine insecticides","blood",1,NA,261,60,0,7.52,NA,NA,"ppb","no","none","none"
"3575",255,"Levels of organochlorine pesti","South Africa","Accipitridae","Pale Chanting-goshawk","wild","unknown/mixed","b-endosulfan","organochlorine insecticides","blood",1,NA,663.32,10,10,NA,NA,NA,"ppb","no","none","none"
"3576",255,"Levels of organochlorine pesti","South Africa","Falconidae","Lanner Falcon","wild","unknown/mixed","b-endosulfan","organochlorine insecticides","blood",1,NA,606.09,10,0,1.95,NA,NA,"ppb","no","none","none"
"3577",255,"Levels of organochlorine pesti","South Africa","Accipitridae","Black-shouldered Kite","wild","unknown/mixed","DDD","organochlorine insecticides","blood",1,NA,270.1,10,0,3.4,NA,NA,"ppb","no","none","none"
"3578",255,"Levels of organochlorine pesti","South Africa","Accipitridae","Black-shouldered Kite","wild","unknown/mixed","DDD","organochlorine insecticides","blood",1,NA,270.1,10,0,2.95,NA,NA,"ppb","no","none","none"
"3579",255,"Levels of organochlorine pesti","South Africa","Accipitridae","Black-shouldered Kite","wild","unknown/mixed","DDD","organochlorine insecticides","blood",1,NA,270.1,10,0,3.21,NA,NA,"ppb","no","none","none"
"3580",255,"Levels of organochlorine pesti","South Africa","Accipitridae","Black-shouldered Kite","wild","unknown/mixed","DDD","organochlorine insecticides","blood",1,NA,270.1,10,0,3.94,NA,NA,"ppb","no","none","none"
"3581",255,"Levels of organochlorine pesti","South Africa","Accipitridae","Black-shouldered Kite","wild","unknown/mixed","DDD","organochlorine insecticides","blood",1,NA,270.1,10,0,6.62,NA,NA,"ppb","no","none","none"
"3582",255,"Levels of organochlorine pesti","South Africa","Accipitridae","Black-shouldered Kite","wild","unknown/mixed","DDD","organochlorine insecticides","blood",1,NA,270.1,10,0,4.92,NA,NA,"ppb","no","none","none"
"3583",255,"Levels of organochlorine pesti","South Africa","Accipitridae","Black-shouldered Kite","wild","unknown/mixed","DDD","organochlorine insecticides","blood",1,NA,270.1,10,0,5.53,NA,NA,"ppb","no","none","none"
"3584",255,"Levels of organochlorine pesti","South Africa","Accipitridae","Black-shouldered Kite","wild","unknown/mixed","DDD","organochlorine insecticides","blood",1,NA,270.1,10,0,4.94,NA,NA,"ppb","no","none","none"
"3585",255,"Levels of organochlorine pesti","South Africa","Accipitridae","Black-shouldered Kite","wild","unknown/mixed","DDD","organochlorine insecticides","blood",1,NA,270.1,10,0,3.56,NA,NA,"ppb","no","none","none"
