"","X","ID","Title","country","BLFamilyLatin","common_name","subject.type","Age.Class","toxicant.specific","toxicant.group","sample.type","sample.size","exposed","proportion","BodyMass.Value","Diet.Inv","Diet.Scav","concentration","unit.of.measure","Continent"
"408",408,184,"Decabromodiphenylether and hex","United Kingdom","Accipitridae","Eurasian Sparrowhawk","archived",NA,"Sum of HBCD","flame retardants","muscle",69,9,0.130434782608696,220.79,0,0,NA,"µg/kg","Europe"
"409",409,186,"Interspecific and geographical","Spain","Tytonidae","Barn Owl","wild",NA,"anticoagulant rodenticides","anticoagulant rodenticides","liver",19,16,0.842105263157895,403.32,10,0,233.7,"ng/g","Europe"
"410",410,186,"Interspecific and geographical","Spain","Tytonidae","Barn Owl","wild",NA,"anticoagulant rodenticides","anticoagulant rodenticides","liver",22,12,0.545454545454545,403.32,10,0,117.8,"ng/g","Europe"
"411",411,186,"Interspecific and geographical","Spain","Tytonidae","Barn Owl","wild",NA,"Bromadiolone","anticoagulant rodenticides","liver",41,10,0.24390243902439,403.32,10,0,37.8,"ng/g","Europe"
"412",412,186,"Interspecific and geographical","Spain","Tytonidae","Barn Owl","wild",NA,"Bromadiolone","anticoagulant rodenticides","liver",41,9,0.219512195121951,403.32,10,0,29.1,"ng/g","Europe"
"413",413,186,"Interspecific and geographical","Spain","Tytonidae","Barn Owl","wild",NA,"Difenacoum","anticoagulant rodenticides","liver",41,5,0.121951219512195,403.32,10,0,4.3,"ng/g","Europe"
"414",414,186,"Interspecific and geographical","Spain","Tytonidae","Barn Owl","wild",NA,"Difenacoum","anticoagulant rodenticides","liver",41,5,0.121951219512195,403.32,10,0,8.3,"ng/g","Europe"
"415",415,186,"Interspecific and geographical","Spain","Tytonidae","Barn Owl","wild",NA,"Flocoumafen","anticoagulant rodenticides","liver",41,1,0.024390243902439,403.32,10,0,38.2,"ng/g","Europe"
"416",416,186,"Interspecific and geographical","Spain","Tytonidae","Barn Owl","wild",NA,"Flocoumafen","anticoagulant rodenticides","liver",41,2,0.0487804878048781,403.32,10,0,66.8,"ng/g","Europe"
"417",417,186,"Interspecific and geographical","Spain","Tytonidae","Barn Owl","wild",NA,"Brodifacoum","anticoagulant rodenticides","liver",41,15,0.365853658536585,403.32,10,0,86.2,"ng/g","Europe"
"418",418,186,"Interspecific and geographical","Spain","Tytonidae","Barn Owl","wild",NA,"Brodifacoum","anticoagulant rodenticides","liver",41,7,0.170731707317073,403.32,10,0,118.8,"ng/g","Europe"
"419",419,186,"Interspecific and geographical","Spain","Tytonidae","Barn Owl","wild",NA,"Difethialone","anticoagulant rodenticides","liver",41,6,0.146341463414634,403.32,10,0,274.8,"ng/g","Europe"
"420",420,186,"Interspecific and geographical","Spain","Tytonidae","Barn Owl","wild",NA,"Difethialone","anticoagulant rodenticides","liver",41,2,0.0487804878048781,403.32,10,0,1315.8,"ng/g","Europe"
"421",421,186,"Interspecific and geographical","Spain","Accipitridae","Common Buzzard","wild",NA,"anticoagulant rodenticides","anticoagulant rodenticides","liver",56,36,0.642857142857143,759.1,0,0,125.3,"ng/g","Europe"
"422",422,186,"Interspecific and geographical","Spain","Accipitridae","Common Buzzard","wild",NA,"Bromadiolone","anticoagulant rodenticides","liver",56,22,0.392857142857143,759.1,0,0,47.6,"ng/g","Europe"
"423",423,186,"Interspecific and geographical","Spain","Accipitridae","Common Buzzard","wild",NA,"Difenacoum","anticoagulant rodenticides","liver",56,12,0.214285714285714,759.1,0,0,50.2,"ng/g","Europe"
"424",424,186,"Interspecific and geographical","Spain","Accipitridae","Common Buzzard","wild",NA,"Flocoumafen","anticoagulant rodenticides","liver",56,7,0.125,759.1,0,0,9.8,"ng/g","Europe"
"425",425,186,"Interspecific and geographical","Spain","Accipitridae","Common Buzzard","wild",NA,"Brodifacoum","anticoagulant rodenticides","liver",56,26,0.464285714285714,759.1,0,0,104.2,"ng/g","Europe"
"426",426,186,"Interspecific and geographical","Spain","Accipitridae","Common Buzzard","wild",NA,"Difethialone","anticoagulant rodenticides","liver",56,3,0.0535714285714286,759.1,0,0,190.6,"ng/g","Europe"
"427",427,186,"Interspecific and geographical","Spain","Strigidae","Eurasian Eagle-owl","wild",NA,"anticoagulant rodenticides","anticoagulant rodenticides","liver",14,14,1,2668.51,10,0,289.6,"ng/g","Europe"
"428",428,186,"Interspecific and geographical","Spain","Strigidae","Eurasian Eagle-owl","wild",NA,"Bromadiolone","anticoagulant rodenticides","liver",14,12,0.857142857142857,2668.51,10,0,31.6,"ng/g","Europe"
"429",429,186,"Interspecific and geographical","Spain","Strigidae","Eurasian Eagle-owl","wild",NA,"Difenacoum","anticoagulant rodenticides","liver",14,9,0.642857142857143,2668.51,10,0,31.3,"ng/g","Europe"
"430",430,186,"Interspecific and geographical","Spain","Strigidae","Eurasian Eagle-owl","wild",NA,"Flocoumafen","anticoagulant rodenticides","liver",14,4,0.285714285714286,2668.51,10,0,32.6,"ng/g","Europe"
"431",431,186,"Interspecific and geographical","Spain","Strigidae","Eurasian Eagle-owl","wild",NA,"Brodifacoum","anticoagulant rodenticides","liver",14,13,0.928571428571429,2668.51,10,0,190.4,"ng/g","Europe"
"432",432,186,"Interspecific and geographical","Spain","Strigidae","Eurasian Eagle-owl","wild",NA,"Difethialone","anticoagulant rodenticides","liver",14,3,0.214285714285714,2668.51,10,0,88.6,"ng/g","Europe"
"433",433,186,"Interspecific and geographical","Spain","Strigidae","Little Owl","wild",NA,"anticoagulant rodenticides","anticoagulant rodenticides","liver",7,5,0.714285714285714,168.92,70,0,197.2,"ng/g","Europe"
"434",434,186,"Interspecific and geographical","Spain","Strigidae","Little Owl","wild",NA,"Bromadiolone","anticoagulant rodenticides","liver",7,1,0.142857142857143,168.92,70,0,79.5,"ng/g","Europe"
"435",435,186,"Interspecific and geographical","Spain","Strigidae","Little Owl","wild",NA,"Difenacoum","anticoagulant rodenticides","liver",7,1,0.142857142857143,168.92,70,0,2,"ng/g","Europe"
"436",436,186,"Interspecific and geographical","Spain","Strigidae","Little Owl","wild",NA,"Flocoumafen","anticoagulant rodenticides","liver",7,1,0.142857142857143,168.92,70,0,33,"ng/g","Europe"
"437",437,186,"Interspecific and geographical","Spain","Strigidae","Little Owl","wild",NA,"Brodifacoum","anticoagulant rodenticides","liver",7,5,0.714285714285714,168.92,70,0,159,"ng/g","Europe"
"438",438,186,"Interspecific and geographical","Spain","Strigidae","Long-eared Owl","wild",NA,"anticoagulant rodenticides","anticoagulant rodenticides","liver",12,7,0.583333333333333,296.57,0,0,11.1,"ng/g","Europe"
"439",439,186,"Interspecific and geographical","Spain","Strigidae","Long-eared Owl","wild",NA,"Bromadiolone","anticoagulant rodenticides","liver",12,2,0.166666666666667,296.57,0,0,3.2,"ng/g","Europe"
"440",440,186,"Interspecific and geographical","Spain","Strigidae","Long-eared Owl","wild",NA,"Difenacoum","anticoagulant rodenticides","liver",12,3,0.25,296.57,0,0,9.8,"ng/g","Europe"
"441",441,186,"Interspecific and geographical","Spain","Strigidae","Long-eared Owl","wild",NA,"Brodifacoum","anticoagulant rodenticides","liver",12,4,0.333333333333333,296.57,0,0,19.8,"ng/g","Europe"
"442",442,186,"Interspecific and geographical","Spain","Strigidae","Common Scops-owl","wild",NA,"anticoagulant rodenticides","anticoagulant rodenticides","liver",26,15,0.576923076923077,92,80,0,13.4,"ng/g","Europe"
"443",443,186,"Interspecific and geographical","Spain","Strigidae","Common Scops-owl","wild",NA,"anticoagulant rodenticides","anticoagulant rodenticides","liver",7,1,0.142857142857143,92,80,0,158.4,"ng/g","Europe"
"444",444,186,"Interspecific and geographical","Spain","Strigidae","Common Scops-owl","wild",NA,"Bromadiolone","anticoagulant rodenticides","liver",33,5,0.151515151515152,92,80,0,9.8,"ng/g","Europe"
"445",445,186,"Interspecific and geographical","Spain","Strigidae","Common Scops-owl","wild",NA,"Difenacoum","anticoagulant rodenticides","liver",33,8,0.242424242424242,92,80,0,6.1,"ng/g","Europe"
"446",446,186,"Interspecific and geographical","Spain","Strigidae","Common Scops-owl","wild",NA,"Flocoumafen","anticoagulant rodenticides","liver",33,2,0.0606060606060606,92,80,0,6.4,"ng/g","Europe"
"447",447,186,"Interspecific and geographical","Spain","Strigidae","Common Scops-owl","wild",NA,"Brodifacoum","anticoagulant rodenticides","liver",33,8,0.242424242424242,92,80,0,11.6,"ng/g","Europe"
"448",448,186,"Interspecific and geographical","Spain","Strigidae","Common Scops-owl","wild",NA,"Brodifacoum","anticoagulant rodenticides","liver",33,1,0.0303030303030303,92,80,0,158.4,"ng/g","Europe"
"449",449,186,"Interspecific and geographical","Spain","Strigidae","Tawny Owl","wild",NA,"anticoagulant rodenticides","anticoagulant rodenticides","liver",27,21,0.777777777777778,472.46,10,0,95.2,"ng/g","Europe"
"450",450,186,"Interspecific and geographical","Spain","Strigidae","Tawny Owl","wild",NA,"Bromadiolone","anticoagulant rodenticides","liver",27,10,0.37037037037037,472.46,10,0,16.9,"ng/g","Europe"
"451",451,186,"Interspecific and geographical","Spain","Strigidae","Tawny Owl","wild",NA,"Difenacoum","anticoagulant rodenticides","liver",27,6,0.222222222222222,472.46,10,0,5.2,"ng/g","Europe"
"452",452,186,"Interspecific and geographical","Spain","Strigidae","Tawny Owl","wild",NA,"Flocoumafen","anticoagulant rodenticides","liver",27,7,0.259259259259259,472.46,10,0,7.4,"ng/g","Europe"
"453",453,186,"Interspecific and geographical","Spain","Strigidae","Tawny Owl","wild",NA,"Brodifacoum","anticoagulant rodenticides","liver",27,17,0.62962962962963,472.46,10,0,113.1,"ng/g","Europe"
"454",454,186,"Interspecific and geographical","Spain","Strigidae","Tawny Owl","wild",NA,"Difethialone","anticoagulant rodenticides","liver",27,4,0.148148148148148,472.46,10,0,170.3,"ng/g","Europe"
"455",455,193,"A negative association between","Spain","Falconidae","Common Kestrel","wild","unknown/mixed","bromadiolone","anticoagulant rodenticides","blood",40,10,0.25,183.21,10,0,0.248,"ng/ml","Europe"
"456",456,195,"Direct evidence of poison-driv","Spain","Accipitridae","Red Kite","wild","unknown/mixed","Brodifacoum","anticoagulant rodenticides","not reported",1075,1,0.000930232558139535,1071.77,0,70,NA,NA,"Europe"
"457",457,195,"Direct evidence of poison-driv","Spain","Accipitridae","Red Kite","wild","unknown/mixed","Bromadiolone","anticoagulant rodenticides","not reported",1075,4,0.00372093023255814,1071.77,0,70,NA,NA,"Europe"
"458",458,195,"Direct evidence of poison-driv","Spain","Accipitridae","Red Kite","wild","unknown/mixed","Difenacoum","anticoagulant rodenticides","not reported",1075,2,0.00186046511627907,1071.77,0,70,NA,NA,"Europe"
"459",459,195,"Direct evidence of poison-driv","Spain","Accipitridae","Red Kite","wild","unknown/mixed","Flocoumafen","anticoagulant rodenticides","not reported",1075,4,0.00372093023255814,1071.77,0,70,NA,NA,"Europe"
"460",460,195,"Direct evidence of poison-driv","Spain","Accipitridae","Red Kite","wild","unknown/mixed","Endosulfan","organochlorine insecticides","not reported",1075,3,0.0027906976744186,1071.77,0,70,NA,NA,"Europe"
"461",461,195,"Direct evidence of poison-driv","Spain","Accipitridae","Red Kite","wild","unknown/mixed","Parathion","organochlorine insecticides","not reported",1075,3,0.0027906976744186,1071.77,0,70,NA,NA,"Europe"
"462",462,195,"Direct evidence of poison-driv","Spain","Accipitridae","Red Kite","wild","unknown/mixed","Strychnine","organochlorine insecticides","not reported",1075,4,0.00372093023255814,1071.77,0,70,NA,NA,"Europe"
"463",463,195,"Direct evidence of poison-driv","Spain","Accipitridae","Red Kite","wild","unknown/mixed","Chlorfenvinphos","organochlorine insecticides","not reported",1075,3,0.0027906976744186,1071.77,0,70,NA,NA,"Europe"
"464",464,195,"Direct evidence of poison-driv","Spain","Accipitridae","Red Kite","wild","unknown/mixed","Chlorpyrifos","organochlorine insecticides","not reported",1075,7,0.00651162790697674,1071.77,0,70,NA,NA,"Europe"
"465",465,195,"Direct evidence of poison-driv","Spain","Accipitridae","Red Kite","wild","unknown/mixed","Dimethoate","organochlorine insecticides","not reported",1075,2,0.00186046511627907,1071.77,0,70,NA,NA,"Europe"
"466",466,195,"Direct evidence of poison-driv","Spain","Accipitridae","Red Kite","wild","unknown/mixed","Fenthion","organochlorine insecticides","not reported",1075,15,0.013953488372093,1071.77,0,70,NA,NA,"Europe"
"467",467,195,"Direct evidence of poison-driv","Spain","Accipitridae","Red Kite","wild","unknown/mixed","Malathion","organochlorine insecticides","not reported",1075,8,0.00744186046511628,1071.77,0,70,NA,NA,"Europe"
"468",468,195,"Direct evidence of poison-driv","Spain","Accipitridae","Red Kite","wild","unknown/mixed","Monocrotophos","organochlorine insecticides","not reported",1075,6,0.00558139534883721,1071.77,0,70,NA,NA,"Europe"
"469",469,195,"Direct evidence of poison-driv","Spain","Accipitridae","Red Kite","wild","unknown/mixed","Aldicarb","organochlorine insecticides","not reported",1075,316,0.293953488372093,1071.77,0,70,NA,NA,"Europe"
"470",470,195,"Direct evidence of poison-driv","Spain","Accipitridae","Red Kite","wild","unknown/mixed","Carbofuran","organochlorine insecticides","not reported",1075,228,0.212093023255814,1071.77,0,70,NA,NA,"Europe"
"471",471,199,"Potential effects of environme","United States of America","Falconidae","Aplomado Falcon","wild","egg","Total PCBs","PCBs","eggs",1,1,1,335.76,50,0,490,"µg/g","N. America"
"472",472,199,"Potential effects of environme","United States of America","Falconidae","Aplomado Falcon","wild","egg","Total PCBs","PCBs","eggs",1,1,1,335.76,50,0,1515,"µg/g","N. America"
"473",473,207,"Heavy-metal concentrations in","Turkey","Accipitridae","Cinereous Vulture","wild","adult","As","heavy metals","tail feathers/tertials",43,25,0.581395348837209,9320.55,0,100,0.118,"ug/g","Asia (Europe)"
"474",474,207,"Heavy-metal concentrations in","Turkey","Accipitridae","Cinereous Vulture","wild","adult","Cd","heavy metals","tail feathers/tertials",43,30,0.697674418604651,9320.55,0,100,0.254,"ug/g","Asia (Europe)"
"475",475,207,"Heavy-metal concentrations in","Turkey","Accipitridae","Cinereous Vulture","wild","adult","Cr","heavy metals","tail feathers/tertials",43,25,0.581395348837209,9320.55,0,100,2.505,"ug/g","Asia (Europe)"
"476",476,207,"Heavy-metal concentrations in","Turkey","Accipitridae","Cinereous Vulture","wild","adult","Cu","heavy metals","tail feathers/tertials",43,43,1,9320.55,0,100,7.842,"ug/g","Asia (Europe)"
"477",477,207,"Heavy-metal concentrations in","Turkey","Accipitridae","Cinereous Vulture","wild","adult","Hg","heavy metals","tail feathers/tertials",43,3,0.0697674418604651,9320.55,0,100,0.003,"ug/g","Asia (Europe)"
"478",478,207,"Heavy-metal concentrations in","Turkey","Accipitridae","Cinereous Vulture","wild","adult","Ni","heavy metals","tail feathers/tertials",43,7,0.162790697674419,9320.55,0,100,2.021,"ug/g","Asia (Europe)"
"479",479,207,"Heavy-metal concentrations in","Turkey","Accipitridae","Cinereous Vulture","wild","adult","Pb","heavy metals","tail feathers/tertials",43,11,0.255813953488372,9320.55,0,100,0.666,"ug/g","Asia (Europe)"
"480",480,207,"Heavy-metal concentrations in","Turkey","Accipitridae","Cinereous Vulture","wild","adult","Zn","heavy metals","tail feathers/tertials",43,43,1,9320.55,0,100,78.046,"ug/g","Asia (Europe)"
"481",481,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","SY","DDT","organochlorine insecticides","blood plasma",27,2,0.0740740740740741,759.95,10,0,NA,"ppm","N. America"
"482",482,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","SY","DDT","organochlorine insecticides","blood plasma",7,1,0.142857142857143,759.95,10,0,NA,"ppm","N. America"
"483",483,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","ASY","DDT","organochlorine insecticides","blood plasma",84,5,0.0595238095238095,759.95,10,0,NA,"ppm","N. America"
"484",484,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","ASY","DDT","organochlorine insecticides","blood plasma",18,1,0.0555555555555556,759.95,10,0,NA,"ppm","N. America"
"485",485,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","ASY","DDD","organochlorine insecticides","blood plasma",84,2,0.0238095238095238,759.95,10,0,NA,"ppm","N. America"
"486",486,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","ASY","DDD","organochlorine insecticides","blood plasma",18,1,0.0555555555555556,759.95,10,0,NA,"ppm","N. America"
"487",487,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","HY","heptachlor epoxide","organochlorine insecticides","blood plasma",40,2,0.05,759.95,10,0,NA,"ppm","N. America"
"488",488,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","HY","heptachlor epoxide","organochlorine insecticides","blood plasma",109,3,0.0275229357798165,759.95,10,0,NA,"ppm","N. America"
"489",489,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","SY","heptachlor epoxide","organochlorine insecticides","blood plasma",27,16,0.592592592592593,759.95,10,0,NA,"ppm","N. America"
"490",490,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","SY","heptachlor epoxide","organochlorine insecticides","blood plasma",7,2,0.285714285714286,759.95,10,0,NA,"ppm","N. America"
"491",491,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","ASY","heptachlor epoxide","organochlorine insecticides","blood plasma",84,35,0.416666666666667,759.95,10,0,NA,"ppm","N. America"
"492",492,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","ASY","heptachlor epoxide","organochlorine insecticides","blood plasma",18,11,0.611111111111111,759.95,10,0,NA,"ppm","N. America"
"493",493,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","HY","Dieldrin","organochlorine insecticides","blood plasma",40,4,0.1,759.95,10,0,NA,"ppm","N. America"
"494",494,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","HY","Dieldrin","organochlorine insecticides","blood plasma",109,6,0.055045871559633,759.95,10,0,NA,"ppm","N. America"
"495",495,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","SY","Dieldrin","organochlorine insecticides","blood plasma",27,13,0.481481481481481,759.95,10,0,NA,"ppm","N. America"
"496",496,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","SY","Dieldrin","organochlorine insecticides","blood plasma",7,2,0.285714285714286,759.95,10,0,NA,"ppm","N. America"
"497",497,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","ASY","Dieldrin","organochlorine insecticides","blood plasma",84,46,0.547619047619048,759.95,10,0,NA,"ppm","N. America"
"498",498,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","ASY","Dieldrin","organochlorine insecticides","blood plasma",18,10,0.555555555555556,759.95,10,0,NA,"ppm","N. America"
"499",499,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","HY","oxychlordane","organochlorine insecticides","blood plasma",40,1,0.025,759.95,10,0,NA,"ppm","N. America"
"500",500,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","HY","oxychlordane","organochlorine insecticides","blood plasma",109,1,0.00917431192660551,759.95,10,0,NA,"ppm","N. America"
"501",501,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","SY","oxychlordane","organochlorine insecticides","blood plasma",7,2,0.285714285714286,759.95,10,0,NA,"ppm","N. America"
"502",502,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","ASY","oxychlordane","organochlorine insecticides","blood plasma",84,13,0.154761904761905,759.95,10,0,NA,"ppm","N. America"
"503",503,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","ASY","oxychlordane","organochlorine insecticides","blood plasma",18,5,0.277777777777778,759.95,10,0,NA,"ppm","N. America"
"504",504,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","HY","cis-chlordane","organochlorine insecticides","blood plasma",40,3,0.075,759.95,10,0,NA,"ppm","N. America"
"505",505,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","HY","cis-chlordane","organochlorine insecticides","blood plasma",109,2,0.018348623853211,759.95,10,0,NA,"ppm","N. America"
"506",506,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","ASY","cis-chlordane","organochlorine insecticides","blood plasma",84,2,0.0238095238095238,759.95,10,0,NA,"ppm","N. America"
"507",507,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","ASY","cis-chlordane","organochlorine insecticides","blood plasma",18,2,0.111111111111111,759.95,10,0,NA,"ppm","N. America"
"508",508,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","HY","Mirex","organochlorine insecticides","blood plasma",109,1,0.00917431192660551,759.95,10,0,NA,"ppm","N. America"
"509",509,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","SY","Mirex","organochlorine insecticides","blood plasma",27,1,0.037037037037037,759.95,10,0,NA,"ppm","N. America"
"510",510,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","SY","Mirex","organochlorine insecticides","blood plasma",7,1,0.142857142857143,759.95,10,0,NA,"ppm","N. America"
"511",511,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","ASY","Mirex","organochlorine insecticides","blood plasma",84,22,0.261904761904762,759.95,10,0,NA,"ppm","N. America"
"512",512,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","ASY","Mirex","organochlorine insecticides","blood plasma",18,3,0.166666666666667,759.95,10,0,NA,"ppm","N. America"
"513",513,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","HY","HCB (Hexachlorobenzene)","organochlorine insecticides","blood plasma",40,1,0.025,759.95,10,0,NA,"ppm","N. America"
"514",514,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","HY","HCB (Hexachlorobenzene)","organochlorine insecticides","blood plasma",109,2,0.018348623853211,759.95,10,0,NA,"ppm","N. America"
"515",515,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","ASY","HCB (Hexachlorobenzene)","organochlorine insecticides","blood plasma",84,1,0.0119047619047619,759.95,10,0,NA,"ppm","N. America"
"516",516,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","ASY","HCB (Hexachlorobenzene)","organochlorine insecticides","blood plasma",18,2,0.111111111111111,759.95,10,0,NA,"ppm","N. America"
"517",517,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","HY","DDT","organochlorine insecticides","blood plasma",43,4,0.0930232558139535,759.95,10,0,NA,"ppm","N. America"
"518",518,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","HY","DDT","organochlorine insecticides","blood plasma",76,7,0.0921052631578947,759.95,10,0,NA,"ppm","N. America"
"519",519,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","SY","DDT","organochlorine insecticides","blood plasma",17,2,0.117647058823529,759.95,10,0,NA,"ppm","N. America"
"520",520,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","HY","DDD","organochlorine insecticides","blood plasma",76,2,0.0263157894736842,759.95,10,0,NA,"ppm","N. America"
"521",521,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","SY","DDD","organochlorine insecticides","blood plasma",17,1,0.0588235294117647,759.95,10,0,NA,"ppm","N. America"
"522",522,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","ASY","DDD","organochlorine insecticides","blood plasma",5,1,0.2,759.95,10,0,NA,"ppm","N. America"
"523",523,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","HY","heptachlor epoxide","organochlorine insecticides","blood plasma",43,2,0.0465116279069767,759.95,10,0,NA,"ppm","N. America"
"524",524,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","HY","heptachlor epoxide","organochlorine insecticides","blood plasma",76,4,0.0526315789473684,759.95,10,0,NA,"ppm","N. America"
"525",525,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","SY","heptachlor epoxide","organochlorine insecticides","blood plasma",17,6,0.352941176470588,759.95,10,0,NA,"ppm","N. America"
"526",526,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","ASY","heptachlor epoxide","organochlorine insecticides","blood plasma",5,3,0.6,759.95,10,0,NA,"ppm","N. America"
"527",527,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","HY","Dieldrin","organochlorine insecticides","blood plasma",43,2,0.0465116279069767,759.95,10,0,NA,"ppm","N. America"
"528",528,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","HY","Dieldrin","organochlorine insecticides","blood plasma",76,8,0.105263157894737,759.95,10,0,NA,"ppm","N. America"
"529",529,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","SY","Dieldrin","organochlorine insecticides","blood plasma",17,11,0.647058823529412,759.95,10,0,NA,"ppm","N. America"
"530",530,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","ASY","Dieldrin","organochlorine insecticides","blood plasma",5,3,0.6,759.95,10,0,NA,"ppm","N. America"
"531",531,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","HY","oxychlordane","organochlorine insecticides","blood plasma",76,3,0.0394736842105263,759.95,10,0,NA,"ppm","N. America"
"532",532,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","SY","oxychlordane","organochlorine insecticides","blood plasma",17,7,0.411764705882353,759.95,10,0,NA,"ppm","N. America"
"533",533,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","ASY","oxychlordane","organochlorine insecticides","blood plasma",5,3,0.6,759.95,10,0,NA,"ppm","N. America"
"534",534,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","HY","cis-chlordane","organochlorine insecticides","blood plasma",43,2,0.0465116279069767,759.95,10,0,NA,"ppm","N. America"
"535",535,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","HY","cis-chlordane","organochlorine insecticides","blood plasma",76,6,0.0789473684210526,759.95,10,0,NA,"ppm","N. America"
"536",536,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","SY","cis-chlordane","organochlorine insecticides","blood plasma",17,1,0.0588235294117647,759.95,10,0,NA,"ppm","N. America"
"537",537,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","ASY","cis-chlordane","organochlorine insecticides","blood plasma",5,1,0.2,759.95,10,0,NA,"ppm","N. America"
"538",538,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","HY","Mirex","organochlorine insecticides","blood plasma",76,3,0.0394736842105263,759.95,10,0,NA,"ppm","N. America"
"539",539,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","SY","Mirex","organochlorine insecticides","blood plasma",17,6,0.352941176470588,759.95,10,0,NA,"ppm","N. America"
"540",540,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","ASY","Mirex","organochlorine insecticides","blood plasma",5,2,0.4,759.95,10,0,NA,"ppm","N. America"
